9627181,10027417
9627181,8618855
9627181,9562469
9627181,12135350
9627181,8980023
9470136,9427340
9470136,8747858
9470136,7891871
9470136,10208640
9470136,7992850
9300650,10765057
9300650,10687744
9300650,9621997
9300650,9074395
9300650,8832646
9343467,11939894
9343467,9508150
9343467,9012418
9343467,8644717
9343467,11790212
9772023,12957508
9772023,11408727
9772023,9403708
9772023,8872419
9772023,10823584
8830309,8596645
8830309,9040748
8830309,9520006
8830309,8791246
8830309,8731381
9577654,9307578
9577654,12451676
9577654,9804121
9577654,10682216
9577654,8980016
12169205,10483785
12169205,10534164
12169205,9791536
12169205,9621997
12169205,10775535
9370233,11325345
9370233,8744402
9370233,10767725
9370233,10952022
9370233,11778650
10867779,11571321
10867779,12495082
10867779,9781520
10867779,8859062
10867779,9785148
12657895,9665654
12657895,10775884
12657895,9549720
12657895,11071064
12657895,10411671
12614323,9700208
12614323,8614504
12614323,9343467
12614323,9626772
12614323,12355988
9307578,9052714
9307578,9920359
9307578,10624576
9307578,12053131
9307578,12355988
7849527,8596645
7849527,8890772
7849527,7816154
7849527,7898715
7849527,8797010
9852204,10354518
9852204,9012418
9852204,11320185
9852204,10490274
9852204,12457072
9482248,8830319
9482248,9674791
9482248,8014966
9482248,8075646
9482248,8128960
12490540,10571241
12490540,12376533
12490540,12670700
12490540,10959835
12490540,12882964
8273205,12226532
8273205,12011307
8273205,8741397
8273205,8039724
8273205,11068149
8082773,9520006
8082773,12581338
8082773,8624080
8082773,7595656
8082773,11193807
8047278,8614504
8047278,8624095
8047278,9369084
8047278,7746463
8047278,7574468
10381540,9751198
10381540,10501208
10381540,9422368
10381540,7637575
10381540,11711530
7936253,8710076
7936253,7970234
7936253,8669492
7936253,8702415
7936253,8525796
8867021,12876259
8867021,7992850
8867021,8702415
8867021,8890772
8867021,8525796
14501016,9460714
14501016,9369317
14501016,11305869
14501016,7615568
14501016,7695621
11095526,10454160
11095526,11041282
11095526,11231028
11095526,10980578
11095526,12962909
9290497,8993479
9290497,9057170
9290497,8826994
9290497,11416775
9290497,10746604
11860878,9831815
11860878,9343467
11860878,11285089
11860878,9626772
11860878,10194255
11775232,8710077
11775232,9369084
11775232,10940674
11775232,9619639
11775232,8947284
9066363,12787320
9066363,8841664
9066363,7566000
9066363,9213069
9066363,8203459
10854768,12609489
10854768,9033257
10854768,11553277
10854768,11113336
10854768,8980023
9704150,9369084
9704150,10998553
9704150,8069300
9704150,11775232
9704150,7824157
9876967,9181358
9876967,8773610
9876967,9409253
9876967,7550352
9876967,9148246
9596412,9033259
9596412,9258256
9596412,10737598
9596412,8786379
9596412,11556686
11889238,9343467
11889238,10448801
11889238,9626772
11889238,8669492
11889238,9876966
12566177,9678311
12566177,11016543
12566177,12548360
12566177,10634455
12566177,11255440
10362893,12417380
10362893,9052712
10362893,12417379
10362893,12876259
10362893,8614504
7922348,12581343
7922348,9460714
7922348,9024330
7922348,8596645
7922348,8833436
9382479,9343467
9382479,9508150
9382479,11939894
