11559546,1.28091
9205064,0.704664
12776186,0.593126
12138094,0.514846
9545345,0.506148
12566306,0.469915
10674396,0.446979
12543789,0.438217
9852124,0.425097
11245436,0.413692
11479214,0.387962
9056422,0.349378
11950959,0.336612
11102895,0.326374
10207053,0.326071
10766344,0.298903
11872675,0.295351
12937141,0.293321
10319328,0.281208
11704861,0.279093
9815941,0.278549
12374697,0.271526
12379772,0.271526
11376121,0.270849
11788654,0.26987
10207105,0.269851
11149601,0.26958
9832424,0.266817
9892013,0.264481
10499513,0.264481
12447687,0.264108
8692980,0.260452
9311601,0.256754
10229198,0.251318
12592384,0.251094
11145562,0.2505
11500939,0.250339
14559833,0.247392
8674059,0.247392
10791772,0.244431
10777488,0.242321
8188767,0.236946
10816436,0.236094
10232609,0.236058
11896447,0.234952
10430101,0.233241
11884618,0.230938
11223541,0.230835
9516080,0.229095
8620490,0.2265
7758167,0.226159
11384880,0.226036
12503617,0.226036
12068000,0.221892
12438247,0.220829
11228049,0.220371
12489029,0.211446
12360481,0.211446
11416032,0.208634
8205537,0.207741
11278691,0.206223
9322955,0.206223
12444079,0.205335
8732665,0.205335
7593132,0.201
10383152,0.201
8609661,0.201
9842972,0.201
14534541,0.201
12767520,0.201
9539310,0.201
8646598,0.201
10676665,0.200814
12401798,0.199866
12533667,0.199866
12593846,0.199866
10931447,0.19616
10690548,0.19616
12746434,0.19616
8909524,0.19616
12888657,0.194901
8625368,0.194277
9159164,0.194277
11594774,0.192561
11274216,0.192561
10401676,0.189651
9065466,0.188445
9699666,0.187541
7664648,0.187541
14583467,0.185946
11498020,0.18417
10699960,0.18417
10077005,0.18417
9883987,0.18417
8626686,0.18417
11489838,0.18417
8069850,0.184138
14522909,0.183134
12571082,0.183134
12121883,0.183134
8174129,0.181882
10642432,0.181882
12149131,0.180723
11291931,0.180723
9648831,0.180723
14520693,0.180723
12168088,0.180723
12581018,0.180723
11212254,0.180723
9766646,0.180723
12149650,0.180723
11262195,0.180723
11309283,0.180723
10851068,0.180723
8607861,0.180723
9815813,0.180723
11313980,0.180723
11205897,0.180723
12525256,0.180723
9333017,0.180723
12876289,0.180723
8833657,0.180723
12019176,0.180723
7585609,0.179835
8175666,0.179835
11774034,0.179835
8873895,0.179835
9408753,0.179835
10702400,0.179835
7529049,0.179835
8883970,0.179835
12547158,0.179835
7791758,0.179835
10720440,0.179835
10830316,0.1755
11020056,0.1755
11124964,0.1755
7529048,0.1755
11023522,0.1755
12876069,0.1755
12530085,0.1755
12855680,0.1755
12754739,0.1755
10757056,0.1755
10602507,0.1755
11368881,0.1755
11870540,0.1755
12466336,0.1755
11879554,0.1755
11940579,0.1755
11778548,0.1755
11713209,0.1755
11591350,0.1755
10368301,0.1755
11546773,0.1755
9331100,0.1755
9506989,0.1755
9553667,0.1755
7497000,0.1755
9831246,0.1755
11287353,0.1755
11334418,0.1755
11150434,0.1755
11342260,0.1755
11081412,0.1755
11071655,0.1755
10917054,0.1755
10850457,0.1755
10846175,0.1755
12150454,0.1755
11781836,0.1755
12112314,0.1755
10619489,0.1755
10611187,0.1755
9821177,0.1755
12897145,0.1755
12473575,0.1755
11145572,0.1755
9452421,0.1755
7589243,0.1755
9150190,0.1755
9130892,0.1755
8603569,0.1755
8828463,0.1755
12960057,0.1755
8675593,0.1755
12538620,0.1755
7509629,0.1755
7627387,0.1755
7665217,0.1755
9413957,0.1755
9469330,0.1755
9640416,0.1755
10092114,0.1755
11163495,0.1755
11267857,0.1755
11278392,0.1755
11457860,0.1755
11689295,0.1755
14528284,0.1755
12539223,0.1755
7527408,0.1755
7788852,0.1755
11041233,0.1755
9076342,0.1755
9202243,0.1755
9331099,0.1755
9488037,0.1755
9622092,0.1755
10484052,0.1755
10569999,0.1755
11135668,0.1755
10726973,0.1755
7523316,0.1755
8616830,0.1755
8806109,0.1755
9166674,0.1755
9205049,0.1755
9231155,0.1755
9312016,0.1755
9342440,0.1755
9357999,0.1755
9413807,0.1755
9633824,0.1755
10507775,0.1755
7959292,0.1755
10734317,0.1755
10849571,0.1755
11260861,0.1755
11337496,0.1755
11398888,0.1755
11752009,0.1755
11923875,0.1755
12195157,0.1755
12556535,0.1755
12910533,0.1755
12917202,0.1755
8989772,0.1755
11001824,0.1755
11161964,0.1755
11494131,0.1755
12417786,0.1755
12473592,0.1755
12750288,0.1755
12839944,0.1755
7959284,0.1755
7977648,0.1755
8616829,0.1755
8710868,0.1755
8796841,0.1755
12545153,0.1755
9492043,0.1755
9671232,0.1755
9729323,0.1755
10234899,0.1755
10545285,0.1755
10766352,0.1755
10830573,0.1755
10847581,0.1755
10940495,0.1755
10967123,0.1755
10974650,0.1755
12750239,0.1755
8923458,0.1755
9048593,0.1755
7525978,0.1755
12867429,0.1755
9387030,0.1755
9591538,0.1755
12482909,0.1755
9679929,0.1755
11859875,0.1755
12372686,0.1755
11716549,0.1755
9704714,0.1755
11453542,0.15
12941837,0.15
10985759,0.15
8595162,0.15
10950308,0.15
12746329,0.15
10720068,0.15
10435587,0.15
11828267,0.15
12641820,0.15
9850076,0.15
10669726,0.15
11577168,0.15
10438568,0.15
12188907,0.15
10459850,0.15
9515800,0.15
11507082,0.15
10427145,0.15
11376126,0.15
11885994,0.15
12031683,0.15
11694888,0.15
12193537,0.15
7743492,0.15
11988840,0.15
12890810,0.15
8145772,0.15
7624149,0.15
8286193,0.15
12414625,0.15
11005099,0.15
9394418,0.15
12543777,0.15
8665514,0.15
12105987,0.15
8626706,0.15
9815544,0.15
10026153,0.15
9342439,0.15
10919668,0.15
